type,name,iso_country,municipality,iata_code
small_airport,Long Seridan Airport,MY,Long Seridan,ODN
medium_airport,Limbang Airport,MY,Limbang,LMN
medium_airport,Mukah Airport,MY,Mukah,MKM
small_airport,Long Akah Airport,MY,Long Akah,LKH
medium_airport,Marudi Airport,MY,Marudi,MUR
small_airport,Sematan Airport,MY,Sematan,BSE
small_airport,Kapit Airport,MY,Kapit,KPI
small_airport,Bakalalan Airport,MY,Bakalalan,BKM
medium_airport,Miri Airport,MY,Miri,MYY
medium_airport,Sibu Airport,MY,Sibu,SBW
small_airport,Long Sukang Airport,MY,Long Sukang,LSU
small_airport,Lawas Airport,MY,Lawas,LWY
medium_airport,Bario Airport,MY,Bario,BBN
small_airport,Semporna Airport,MY,Semporna,SMM
medium_airport,Lahad Datu Airport,MY,Lahad Datu,LDU
small_airport,Telupid Airport,MY,Telupid,TEL
small_airport,Keningau Airport,MY,Keningau,KGU
small_airport,Sahabat [Sahabat 16] Airport,MY,Sahabat,SXS
medium_airport,Kota Kinabalu International Airport,MY,Kota Kinabalu,BKI
medium_airport,Labuan Airport,MY,Labuan,LBU
small_airport,Tomanggong Airport,MY,Tomanggong,TMG
small_airport,Long Pasia Airport,MY,Long Miau,GSA
small_airport,Sepulot Airport,MY,Sepulot,SPE
small_airport,Pamol Airport,MY,Pamol,PAY
small_airport,Ranau Airport,MY,Ranau,RNU
medium_airport,Sandakan Airport,MY,Sandakan,SDK
small_airport,Kudat Airport,MY,Kudat,KUD
medium_airport,Tawau Airport,MY,Tawau,TWU
medium_airport,Mulu Airport,MY,Mulu,MZV
large_airport,Brunei International Airport,BN,Bandar Seri Begawan,BWN
small_airport,Tanjung Manis Airport,MY,Belawai,TGC
small_airport,"Al Ain Airport Ain District, Shabwah Governorate, Yemen",YE,Ain District,WDA
small_airport,Wedau Airport,PG,Wedau,WED
small_airport,Welshpool Airport,AU,Welshpool,WHL
medium_airport,Sultan Syarif Kasim II International Airport / Roesmin Nurjadin AFB,ID,Pekanbaru,PKU
medium_airport,Pinang Kampai Airport,ID,Dumai,DUM
medium_airport,Japura Airport,ID,Rengat-Sumatra Island,RGT
small_airport,Sungai Pakning Bengkalis Airport,ID,Bengkalis-Sumatra Island,SEQ
small_airport,Raja Haji Abdullah Airport,ID,Tanjung Balai-Karinmunbesar Island,TJB
medium_airport,Kertajati International Airport,ID,Kertajati,KJT
small_airport,Budiarto Airport,ID,Tangerang-Java Island,RTO
medium_airport,Husein Sastranegara International Airport,ID,Bandung,BDO
small_airport,Cakrabhuwana  Airport,ID,Cirebon-Java Island,CBN
small_airport,Cibeureum Airport,ID,Tasikmalaya-Java Island,TSY
small_airport,Nusawiru Airport,ID,Cijulang,CJN
small_airport,Tambelan Airport,ID,Tambelan,TBX
medium_airport,Hang Nadim International Airport,ID,Batam,BTH
small_airport,Tuanku Tambusai Airport,ID,Pasir Pengarayan,PPR
small_airport,Letung Airport,ID,Bukit Padi,LMU
small_airport,Matak Airport,ID,Palmatak,MWK
small_airport,Raja Haji Fisabilillah International Airport,ID,Tanjung Pinang-Bintan Island,TNJ
small_airport,Dabo Airport,ID,Pasirkuning-Singkep Island,SIQ
small_airport,Muko Muko Airport,ID,Muko Muko,MPC
medium_airport,Halim Perdanakusuma International Airport,ID,Jakarta,HLP
small_airport,Pondok Cabe Air Base,ID,Jakarta,PCB
large_airport,Soekarno-Hatta International Airport,ID,Jakarta,CGK
medium_airport,Radin Inten II International Airport,ID,Bandar Lampung,TKG
small_airport,Muhammad Taufiq Kiemas Airport,ID,Krui,TFY
small_airport,Malikus Saleh Airport,ID,Lhok Seumawe-Sumatra Island,LSW
medium_airport,Binaka Airport,ID,Gunungsitoli,GNS
medium_airport,Aek Godang Airport,ID,Padang Sidempuan,AEG
small_airport,Jenderal Besar Abdul Haris Nasution Airport,ID,Mandailing,JHN
medium_airport,Soewondo Air Force Base,ID,Medan,MES
large_airport,Kualanamu International Airport,ID,Beringin,KNO
small_airport,Silangit Airport,ID,Siborong-Borong,DTB
small_airport,Sibisa Airport,ID,Parapat-Sumatra Island,SIW
medium_airport,Dr. Ferdinand Lumban Tobing Airport,ID,Sibolga (Pinangsori),FLZ
medium_airport,Alas Leuser Airport,ID,Kutacane,LSR
small_airport,H A S Hanandjoeddin International Airport,ID,Tanjung Pandan,TJQ
medium_airport,Nanga Pinoh Airport,ID,Nanga Pinoh-Borneo Island,NPO
medium_airport,Rahadi Osman Airport,ID,Ketapang,KTG
medium_airport,Ranai Airport,ID,Ranai-Natuna Besar Island,NTX
medium_airport,Supadio Airport,ID,Pontianak,PNK
medium_airport,Pangsuma Airport,ID,Putussibau-Borneo Island,PSU
medium_airport,Tebelian Airport,ID,Sintang,SQG
small_airport,Sultan Thaha Airport,ID,Jambi,DJB
small_airport,Silampari Airport,ID,Lubuk Linggau,LLJ
small_airport,Muara Bungo Airport,ID,Muara Bungo,BUU
medium_airport,Depati Amir Airport,ID,Pangkal Pinang,PGK
medium_airport,Fatmawati Soekarno Airport,ID,Bengkulu,BKS
medium_airport,Sultan Mahmud Badaruddin II Airport,ID,Palembang,PLM
medium_airport,Pendopo Airport,ID,Talang Gudang-Sumatra Island,PDO
medium_airport,Minangkabau International Airport,ID,Padang (Katapiang),PDG
small_airport,Atung Bungsu Airport,ID,Bentayan,PXA
small_airport,Teuku Cut Ali Airport,ID,Tapaktuan,TPK
medium_airport,Cut Nyak Dhien Airport,ID,Kuala Pesisir,MEQ
small_airport,Lasikin Airport,ID,Lubang,LKI
medium_airport,Rembele Airport,ID,Takengon,TXE
medium_airport,Lhok Sukon Airport,ID,Lhok Sukon-Sumatra Island,LSX
small_airport,Maimun Saleh Airport,ID,Sabang,SBG
medium_airport,Sultan Iskandar Muda International Airport,ID,Banda Aceh,BTJ
small_airport,Sungai Tiang Airport,MY,Taman Negara,SXT
small_airport,Mersing Airport,MY,Mersing,MEP
small_airport,Sitiawan Airport,MY,Sitiawan,SWY
small_airport,Taiping (Tekah) Airport,MY,Taiping,TPG
medium_airport,Tioman Airport,MY,Tioman Island,TOD
medium_airport,Sultan Abdul Halim Airport,MY,Alor Satar,AOR
medium_airport,RMAF Butterworth Air Base,MY,Butterworth,BWH
medium_airport,Sultan Ismail Petra Airport,MY,Kota Baharu,KBR
medium_airport,Kuantan Airport,MY,Kuantan,KUA
medium_airport,Kerteh Airport,MY,Kerteh,KTE
medium_airport,Sultan Azlan Shah Airport,MY,Ipoh,IPH
medium_airport,Senai International Airport,MY,Johor Bahru,JHB
large_airport,Kuala Lumpur International Airport,MY,Sepang,KUL
medium_airport,Langkawi International Airport,MY,Langkawi,LGK
medium_airport,Malacca International Airport,MY,Malacca,MKZ
medium_airport,Sultan Mahmud Airport,MY,Kuala Terengganu,TGG
medium_airport,Penang International Airport,MY,Penang,PEN
small_airport,Pulau Pangkor Airport,MY,Pangkor Island,PKG
small_airport,LTS Pulau Redang Airport,MY,Redang,RDN
medium_airport,Sultan Abdul Aziz Shah International Airport,MY,Subang,SZB
small_airport,Decatur Shores Airport,US,Decatur,DTR
small_airport,Mathilda Batlayeri Airport,ID,Saumlaki-Yamdena Island,SXK
small_airport,Atauro Airport,TL,Vila,AUT
medium_airport,Suai Airport,TL,Suai,UAI
medium_airport,Presidente Nicolau Lobato International Airport,TL,Dili,DIL
medium_airport,Cakung Airport,TL,Baucau,BCH
small_airport,Maliana Airport,TL,Maliana,MPT
medium_airport,Rota Do S̢ndalo Oecusse Airport,TL,Oecussi-Ambeno,OEC
small_airport,Viqueque Airport,TL,Viqueque,VIQ
small_airport,Sanggata/Sangkimah Airport,ID,Sanggata/Sangkimah,SGQ
small_airport,Yuvai Semaring Airport,ID,Long Bawan,LBW
small_airport,LNG Badak Airport,ID,Bontang-Borneo Island,BXT
small_airport,Nunukan Airport,ID,Nunukan-Nunukan Island,NNX
small_airport,Tanah Grogot Airport,ID,Tanah Grogot,TNB
small_airport,Long Apung Airport,ID,Long Apung-Borneo Island,LPU
medium_airport,Paya Lebar Air Base,SG,Paya Lebar,QPG
medium_airport,Tengah Air Base,SG,Western Water Catchment,TGA
small_airport,Wiseman Airport,US,Wiseman,WSM
medium_airport,Seletar Airport,SG,Seletar,XSP
large_airport,Singapore Changi Airport,SG,Singapore,SIN
small_airport,Glendale Fokker Field,US,Glendale,GWV
small_airport,Urad Middle Banner Airport,CN,Urad Middle Banner,WZQ
small_airport,Xinguara Municipal Airport,BR,Xinguara,XIG
small_airport,Maramag Airport,PH,Maramag,XMA
small_airport,New Barag Right Banner Baogede Airport,CN,New Barag Right Banner,XRQ
small_airport,Waukon Municipal Airport,US,Waukon,UKN
medium_airport,Albany Airport,AU,Albany,ALH
small_airport,Abingdon Downs Airport,AU,Abingdon Downs,ABG
small_airport,Alton Downs Airport,AU,,AWN
small_airport,Augustus Downs Airport,AU,,AUD
small_airport,Marla Airport,AU,Marla,MRP
small_airport,Alexandria Homestead Airport,AU,,AXL
small_airport,Aramac Airport,AU,,AXC
small_airport,Andamooka Airport,AU,Andamooka,ADO
small_airport,Ammaroo Airport,AU,,AMX
small_airport,Amata Airport,AU,,AMT
small_airport,West Angelas Airport,AU,,WLP
small_airport,Anthony Lagoon Airport,AU,,AYL
small_airport,Alpha Airport,AU,Alpha,ABH
medium_airport,Ararat Airport,AU,Ararat,ARY
small_airport,Argyle Airport,AU,,GYL
medium_airport,Armidale Airport,AU,Armidale,ARM
small_airport,Arrabury Airport,AU,Tanbar,AAB
small_airport,Aurukun Airport,AU,Aurukun,AUU
small_airport,Austral Downs Airport,AU,,AWP
small_airport,Auvergne Airport,AU,Auvergne Station,AVG
medium_airport,Ayers Rock Connellan Airport,AU,Yulara,AYQ
small_airport,Ayr Airport,AU,Ayr,AYR
small_airport,Mount Barnett Airport,AU,Wunaamin Miliwundi Ranges,MBN
medium_airport,Barcaldine Airport,AU,Barcaldine,BCI
medium_airport,Alice Springs Airport,AU,Alice Springs,ASP
small_airport,Badu Island Airport,AU,Badu Island,BDD
small_airport,Barkly Downs Airport,AU,,BKP
large_airport,Brisbane International Airport,AU,Brisbane,BNE
medium_airport,Gold Coast Airport,AU,Gold Coast,OOL
medium_airport,Blackall Airport,AU,Blackall,BKQ
medium_airport,Cairns International Airport,AU,Cairns,CNS
medium_airport,Charleville Airport,AU,Charleville,CTL
small_airport,Bedford Downs Airport,AU,,BDW
small_airport,Bendigo Airport,AU,,BXG
medium_airport,Birdsville Airport,AU,,BVI
small_airport,Bellburn Airstrip,AU,Pumululu National Park,BXF
small_airport,Betoota Airport,AU,,BTX
small_airport,Beagle Bay Airport,AU,Dampier Peninsula,BEE
small_airport,Boolgeeda,AU,,OCM
small_airport,Balgo Hill Airport,AU,Balgo,BQW
medium_airport,Broken Hill Airport,AU,Broken Hill,BHQ
medium_airport,Hamilton Island Airport,AU,Hamilton Island,HTI
medium_airport,Bedourie Airport,AU,Bedourie,BEU
small_airport,Billiluna Airport,AU,,BIW
small_airport,Bizant Airport,AU,Lakefield National Park,BZP
medium_airport,Bourke Airport,AU,,BRK
small_airport,Burketown Airport,AU,,BUC
medium_airport,Benalla Airport,AU,Benalla,BLN
small_airport,Balcanoona Airport,AU,,LCN
small_airport,Biloela Airport,AU,Biloela,ZBL
small_airport,Bollon Airport,AU,,BLS
small_airport,Busselton Margaret River Regional Airport,AU,Busselton,BQB
medium_airport,Mount Isa Airport,AU,Mount Isa,ISA
small_airport,Bloomfield River Airport,AU,,BFC
medium_airport,Mackay Airport,AU,Mackay,MKY
medium_airport,Ballina Byron Gateway Airport,AU,Ballina,BNK
medium_airport,Bairnsdale Airport,AU,Bairnsdale,BSJ
small_airport,Boigu Island Airport,AU,Boigu Island,GIC
medium_airport,Oakey Army Aviation Centre,AU,,OKY
medium_airport,Boulia Airport,AU,,BQL
small_airport,Brampton Island Airport,AU,,BMP
medium_airport,Proserpine Whitsunday Coast Airport,AU,Proserpine,PPP
medium_airport,Rockhampton Airport,AU,Rockhampton,ROK
small_airport,Borroloola Airport,AU,,BOX
medium_airport,Broome International Airport,AU,Broome,BME
medium_airport,Balranald Airport,AU,,BZD
small_airport,Brunette Downs Airport,AU,,BTD
medium_airport,Brewarrina Airport,AU,,BWQ
small_airport,Barimunya Airport,AU,,BYP
medium_airport,Sunshine Coast Airport,AU,Maroochydore,MCY
medium_airport,Bathurst Airport,AU,Bathurst,BHS
medium_airport,Bathurst Island Airport,AU,Wurrumiyanga,BRT
medium_airport,Townsville Airport / RAAF Base Townsville,AU,Townsville,TSV
medium_airport,Blackwater Airport,AU,,BLT
small_airport,Batavia Downs Airport,AU,,BVW
medium_airport,Bundaberg Airport,AU,Bundaberg,BDB
small_airport,Bunbury Airport,AU,,BUY
small_airport,Bulimba Airport,AU,,BIP
small_airport,Bowen Airport,AU,Bowen,ZBO
medium_airport,Weipa Airport,AU,Weipa,WEI
small_airport,Bolwarra Airport,AU,,BCK
medium_airport,Toowoomba Wellcamp Airport,AU,Toowoomba,WTB
small_airport,Barrow Island Airport,AU,,BWB
small_airport,Beverley Springs Airport,AU,Wunaamin Miliwundi Ranges,BVZ
small_airport,Cattle Creek Airport,AU,,CTR
small_airport,Caiguna Airport,AU,,CGV
small_airport,Coolah Airport,AU,,CLH
medium_airport,Carnarvon Airport,AU,Carnarvon,CVQ
small_airport,Casino Airport,AU,,CSI
medium_airport,Cobar Airport,AU,,CAZ
medium_airport,Coonabarabran Airport,AU,,COJ
small_airport,Canobie Airport,AU,Canobie,CBY
small_airport,Cape Barren Island Airport,AU,Cape Barren Island,CBI
medium_airport,Coober Pedy Airport,AU,Coober Pedy,CPD
small_airport,Collarenebri Airport,AU,,CRB
medium_airport,Chinchilla Airport,AU,Chinchilla,CCL
small_airport,Coconut Island Airport,AU,,CNC
medium_airport,Cloncurry Airport,AU,Cloncurry,CNJ
small_airport,Condobolin Airport,AU,,CBX
small_airport,Caloundra Airport,AU,Caloundra,CUD
medium_airport,Ceduna Airport,AU,,CED
medium_airport,Cleve Airport,AU,,CVC
small_airport,Camfield Airport,AU,,CFI
small_airport,Clifton Hills Airport,AU,Clifton Hills,CFH
small_airport,Cape Flattery Airport,AU,,CQP
medium_airport,Coffs Harbour Airport,AU,Coffs Harbour,CFS
small_airport,Chillagoe Airport,AU,Chillagoe,LLG
small_airport,Cherrabah Airport,AU,Cherrabah Homestead Resort,CRH
small_airport,Christmas Creek Airport,AU,Christmas Creek Mine,CKW
small_airport,Charters Towers Airport,AU,,CXT
medium_airport,RAAF Base Curtin,AU,Derby,DCN
small_airport,Croker Island Airport,AU,,CKI
medium_airport,Cooktown Airport,AU,,CTN
medium_airport,Clermont Airport,AU,,CMQ
medium_airport,Cunnamulla Airport,AU,,CMA
small_airport,Camooweal Airport,AU,,CML
small_airport,Camp Nifty Airport,AU,,NIF
small_airport,Cessnock Airport,AU,,CES
medium_airport,Coonamble Airport,AU,,CNB
small_airport,Cordillo Downs Airport,AU,Cordillo Downs,ODL
medium_airport,Coen Airport,AU,Coen,CUQ
small_airport,Collie Airport,AU,Collie,CIE
medium_airport,Cooma Snowy Mountains Airport,AU,Cooma,OOM
small_airport,Cooinda Airport,AU,,CDA
medium_airport,Corowa Airport,AU,,CWW
small_airport,Carpentaria Downs Airport,AU,Carpentaria Downs,CFP
medium_airport,Corryong Airport,AU,,CYG
small_airport,Christmas Creek Station Airport,AU,Wangkat Jungka,CXQ
small_airport,Croydon Airport,AU,,CDQ
small_airport,Collinsville Airport,AU,,KCE
medium_airport,Cootamundra Airport,AU,,CMD
small_airport,Cudal Airport,AU,,CUG
small_airport,Cue Airport,AU,,CUY
small_airport,Coondewanna Airport,AU,Coondewanna,CJF
small_airport,Cowarie Airport,AU,,CWR
small_airport,Cowell Airport,AU,,CCW
medium_airport,Cowra Airport,AU,,CWT
small_airport,Coolawanyah Airport,AU,Coolawanyah Station,COY
small_airport,Dajarra Airport,AU,,DJR
small_airport,Dalby Airport,AU,,DBY
medium_airport,Dirranbandi Airport,AU,,DRN
small_airport,Dunbar Airport,AU,Maramie,DNB
medium_airport,Derby Airport,AU,Derby,DRB
small_airport,Drumduff Airport,AU,Palmer,DFP
small_airport,Dalgaranga Gold Mine Airport,AU,,DGD
small_airport,Doongan Airport,AU,Drysdale River,DNG
small_airport,Dixie Airport,AU,New Dixie,DXD
small_airport,Dunk Island Airport,AU,Dunk Island,DKI
small_airport,Dulkaninna Airport,AU,Dulkaninna,DLK
medium_airport,Deniliquin Airport,AU,Deniliquin,DNQ
small_airport,Delta Downs Airport,AU,,DDN
small_airport,Delissaville Airport,AU,,DLV
small_airport,Daly Waters Airport,AU,Daly Waters,DYW
small_airport,Doomadgee Airport,AU,,DMD
small_airport,Daly River Airport,AU,Nauiyu,DVR
small_airport,Darnley Island Airport,AU,Darnley Island,NLF
small_airport,Dorunda Airport,AU,Dorunda Outstation,DRD
small_airport,Davenport Downs Airport,AU,,DVP
medium_airport,Devonport Airport,AU,Devonport,DPO
small_airport,Dongara Airport,AU,Port Denison,DOX
small_airport,Drysdale River Airport,AU,Drysdale River,DRY
small_airport,Durham Downs Airport,AU,,DHD
small_airport,Durrie Airport,AU,,DRR
small_airport,Dunwich Airport,AU,North Stradbroke Island,SRR
small_airport,Docker River Airport,AU,Kaltukatjara,DKV
medium_airport,Dysart Airport,AU,,DYA
small_airport,Ar Rawdah Airport,YE,Ar Rawdah,RXA
medium_airport,Echuca Airport,AU,,ECH
small_airport,Eucla Airport,AU,,EUC
small_airport,Etadunna Airport,AU,Etadunna,ETD
small_airport,Eneabba Airport,AU,Eneabba,ENB
small_airport,Einasleigh Airport,AU,Einasleigh,EIH
medium_airport,Elcho Island Airport,AU,Elcho Island,ELC
small_airport,Elkedra Airport,AU,,EKD
medium_airport,Emerald Airport,AU,Emerald,EMD
small_airport,Erldunda Airport,AU,Ghan,EDD
small_airport,Ernabella Airport,AU,,ERB
small_airport,Elrose Airport,AU,Elrose Mine,ERQ
medium_airport,Esperance Airport,AU,Esperance,EPR
small_airport,Eva Downs Airport,AU,Eva Downs,EVD
small_airport,Evans Head Aerodrome,AU,,EVH
medium_airport,Eliwana,AU,,WHB
small_airport,Exmouth Airport,AU,Exmouth,EXM
medium_airport,Forbes Airport,AU,Forbes,FRB
small_airport,Fortescue - Dave Forrest Aerodrome,AU,Cloudbreak Village,KFE
small_airport,Finley Airport,AU,,FLY
small_airport,Flinders Island Airport,AU,Whitemark,FLS
small_airport,Flora Valley Airport,AU,,FVL
small_airport,Finke Airport,AU,Finke,FIK
medium_airport,Forrest Airport,AU,,FOS
small_airport,Oombulgurri Airport,AU,Oombulgurri,FVR
small_airport,Forster (Wallis Is) Airport,AU,,FOT
medium_airport,Fitzroy Crossing Airport,AU,,FIZ
small_airport,Yongchuan Da'an General Airport,CN,Chongqing,YGA
small_airport,Gamboola Airport,AU,Gamboola,GBP
small_airport,Gayndah Airport,AU,Gayndah,GAH
small_airport,South Goulburn Is Airport,AU,,GBL
medium_airport,Gunnedah Airport,AU,,GUH
small_airport,Goondiwindi Airport,AU,,GOO
small_airport,Gordon Downs Airport,AU,Gordon Downs,GDD
small_airport,Gregory Downs Airport,AU,,GGD
medium_airport,Geraldton Airport,AU,Moonyoonooka,GET
medium_airport,Clarence Valley Regional Airport,AU,Grafton,GFN
small_airport,Ginbata Airport,AU,Ginbata,GBW
small_airport,Gibb River Airport,AU,Gibb,GBV
small_airport,Great Keppel Is Airport,AU,Great Keppel Island,GKL
medium_airport,Gladstone Airport,AU,Gladstone,GLT
medium_airport,Goulburn Airport,AU,,GUL
small_airport,Glengyle Airport,AU,,GLG
medium_airport,Glen Innes Airport,AU,Glen Innes,GLI
small_airport,Glenormiston Airport,AU,,GLM
small_airport,Grenfell Airport,AU,Grenfell,GFE
small_airport,Greenvale Airport,AU,,GVP
small_airport,Mount Gordon Airport,AU,Mount Gordon Mine,GPD
medium_airport,Garden Point Airport,AU,Pirlangimpi,GPN
small_airport,Gascoyne Junction Airport,AU,Gascoyne Junction,GSC
medium_airport,Groote Eylandt Airport,AU,Groote Eylandt,GTE
medium_airport,Griffith Airport,AU,Griffith,GFF
small_airport,Georgetown Airport,AU,Georgetown,GTT
small_airport,George Town Airport,AU,George Town,GEE
small_airport,Gympie Airport,AU,,GYP
small_airport,Wilpena Pound Airport,AU,Hawker,HWK
medium_airport,Hay Airport,AU,,HXX
medium_airport,Hervey Bay Airport,AU,Hervey Bay,HVB
small_airport,Humbert River Airport,AU,,HUB
small_airport,Henbury Airport,AU,Ghan,HRY
small_airport,Headingly Airport,AU,,HIP
small_airport,Highbury Airport,AU,Highbury,HIG
medium_airport,Horn Island Airport,AU,Horn,HID
small_airport,Hillside Airport,AU,Hillside,HLL
medium_airport,Halls Creek Airport,AU,,HCQ
small_airport,Hermannsburg Airport,AU,Hermannsburg (Ntaria),HMG
medium_airport,Hamilton Airport,AU,,HLT
small_airport,Hooker Creek Airport,AU,Lajamanu,HOK
medium_airport,Mount Hotham Airport,AU,Mount Hotham,MHU
medium_airport,Hopetoun Airport,AU,,HTU
small_airport,Hope Vale Airport,AU,Hope Vale,HPE
medium_airport,Horsham Airport,AU,,HSM
small_airport,Heathlands Airport,AU,Shelburne,HAT
small_airport,Hughenden Airport,AU,Hughenden,HGD
small_airport,Iron Bridge Mine Airport,AU,Japal Camp,IBM
small_airport,Indulkana Airport,AU,Indulkana,IDK
small_airport,Innisfail Airport,AU,,IFL
small_airport,Iffley Airport,AU,,IFF
small_airport,Ingham Airport,AU,,IGH
small_airport,Inkerman Airport,AU,Inkerman,IKP
small_airport,Injune Airport,AU,Injune,INJ
small_airport,Innamincka Airport,AU,,INM
small_airport,Inverway Airport,AU,Inverway,IVW
small_airport,Isisford Airport,AU,,ISI
medium_airport,Inverell Airport,AU,Inverell,IVR
small_airport,Jabiru Airport,AU,,JAB
small_airport,Jundah Airport,AU,Jundah,JUN
small_airport,Julia Creek Airport,AU,,JCK
small_airport,Jurien Bay Airport,AU,Jurien Bay,JUR
small_airport,Kalumburu Airport,AU,Kalumburu,UBU
small_airport,Karara Airport,AU,Karara,KQR
small_airport,Ken's Bore airport,AU,Ken's Bore,KYB
small_airport,Kambalda Airport,AU,Kambalda West,KDB
small_airport,Kalbarri Airport,AU,Kalbarri,KAX
small_airport,Streaky Bay Airport,AU,,KBY
small_airport,Kings Canyon Airport,AU,Petermann,KBJ
small_airport,Kings Creek Airport,AU,Petermann,KCS
small_airport,Koodaideri Mine Airport,AU,Koodaideri Mine,OOD
medium_airport,Kerang Airport,AU,,KRA
medium_airport,King Island Airport,AU,,KNS
small_airport,Kirkimbie Station Airport,AU,Kirkimbie,KBB
small_airport,Kalkgurung Airport,AU,,KFG
small_airport,Koolatah Airport,AU,Maramie,KOH
small_airport,Koolburra Airport,AU,Koolburra,KKP
small_airport,Koolan Central Airport,AU,Koolan Island,KCI
small_airport,Karumba Airport,AU,,KRB
small_airport,Kamileroi Airport,AU,,KML
medium_airport,Kempsey Airport,AU,,KPS
small_airport,Katanning Airport,AU,,KNI
medium_airport,Kowanyama Airport,AU,Kowanyama,KWM
small_airport,Kalpowar Airport,AU,Kalpower,KPP
medium_airport,Kingaroy Airport,AU,,KGY
medium_airport,Kingscote Airport,AU,,KGC
small_airport,Kubin Island Airport,AU,Kubin Island,KUG
small_airport,Kurundi Airport,AU,Kurundi Station,KRD
small_airport,Lawn Hill Airport,AU,,LWH
medium_airport,Leigh Creek Airport,AU,,LGH
medium_airport,Leonora Airport,AU,Leonora,LNO
small_airport,Lake Evella Airport,AU,,LEL
small_airport,Lakefield Airport,AU,Lakefield,LFP
small_airport,Lord Howe Island Airport,AU,Lord Howe Island,LDH
medium_airport,Lockhart River Airport,AU,Lockhart River,IRG
small_airport,Lyndhurst Airport,AU,Lyndhurst,LTP
small_airport,Limbunya Airport,AU,Limbunya,LIB
small_airport,Lindeman Island Airport,AU,Lindeman Island,LDC
medium_airport,Lismore Airport,AU,Lismore,LSY
small_airport,Lake Nash Airport,AU,Alpurrurulam,LNH
small_airport,Ballera Airport,AU,,BBL
small_airport,Lake Macquarie Airport,AU,City of Lake Macquarie,BEO
small_airport,Lakeland Airport,AU,Lakeland Downs,LKD
small_airport,Lock Airport,AU,Lock,LOC
small_airport,Lorraine Airport,AU,,LOA
small_airport,Lotus Vale Airport,AU,Lotus Vale,LTV
small_airport,Mingan Airport,CA,Longue-Pointe-de-Mingan,YLP
small_airport,Laura Airport,AU,,LUU
medium_airport,Lightning Ridge Airport,AU,,LHG
medium_airport,Longreach Airport,AU,Longreach,LRE
small_airport,New Laura Airport,AU,Laura Station,LUT
medium_airport,Leinster Airport,AU,,LER
small_airport,Laverton Airport,AU,Laverton,LVO
medium_airport,Latrobe Valley Airport,AU,Morwell,TGN
small_airport,Lizard Island Airport,AU,,LZR
small_airport,Mabuiag Island Airport,AU,Mabuiag Island,UBB
small_airport,Murray Island Airport,AU,Murray Island,MYI
medium_airport,Avalon Airport,AU,Lara,AVV
medium_airport,Albury Airport,AU,East Albury,ABX
medium_airport,Mareeba Airport,AU,Mareeba,MRG
small_airport,Marble Bar Airport,AU,,MBB
small_airport,Mallacoota Airport,AU,,XMC
small_airport,Manners Creek Airport,AU,,MFP
small_airport,Millicent Airport,AU,,MLR
medium_airport,Mudgee Airport,AU,Mudgee,DGE
small_airport,Mandora Airport,AU,Eighty Mile Beach,MQA
small_airport,Macdonald Downs Airport,AU,,MNW
medium_airport,Meekatharra Airport,AU,,MKR
medium_airport,Melbourne Essendon Airport,AU,Essendon Fields,MEB
medium_airport,Merimbula Airport,AU,Merimbula,MIM
small_airport,Merluna Airport,AU,Merluna,MLV
small_airport,Milingimbi Airport,AU,Milingimbi Island,MGT
medium_airport,Maningrida Airport,AU,Maningrida,MNG
small_airport,Mount Gunson Airport,AU,Mount Gunson,GSN
small_airport,Margaret River (Station) Airport,AU,,MGV
small_airport,Margaret River Airport,AU,,MQZ
small_airport,Musgrave Airport,AU,Musgrave,MVU
medium_airport,Hobart International Airport,AU,Hobart (Cambridge),HBA
small_airport,Mount House Airport,AU,Wunaamin Miliwundi Ranges,MHO
small_airport,McArthur River Mine Airport,AU,McArthur River Mine,MCV
medium_airport,Mildura Airport,AU,Mildura,MQL
small_airport,Minlaton Airport,AU,,XML
small_airport,Mitchell Plateau Airport,AU,Mitchell Plateau,MIH
small_airport,Miranda Downs Airport,AU,Miranda Downs,MWY
small_airport,Mitchell Airport,AU,,MTQ
small_airport,Manjimup Airport,AU,,MJP
small_airport,Miles Airport,AU,,WLE
medium_airport,Launceston Airport,AU,Launceston (Western Junction),LST
medium_airport,Melbourne Moorabbin Airport,AU,Melbourne,MBW
small_airport,Murrin Murrin Airport,AU,Murrin Murrin,WUI
large_airport,Melbourne Airport,AU,Melbourne,MEL
small_airport,Middlemount Airport,AU,,MMM
small_airport,Maitland Airport,AU,,MTL
medium_airport,Mount Keith Airport,AU,,WME
small_airport,Monkira Airport,AU,,ONR
small_airport,Mount Swan Airport,AU,,MSF
small_airport,Morney Airport,AU,,OXY
medium_airport,Mount Magnet Airport,AU,,MMG
small_airport,Mooraberree Airport,AU,,OOR
medium_airport,Moree Airport,AU,Moree,MRZ
small_airport,Moreton Airport,AU,Moreton,MET
small_airport,Minnipa Airport,AU,,MIN
small_airport,Marqua Airport,AU,Marqua,MQE
medium_airport,Moranbah Airport,AU,Moranbah,MOV
small_airport,Marree Airport,AU,,RRE
small_airport,Morawa Airport,AU,,MWB
medium_airport,Moruya Airport,AU,Moruya,MYA
small_airport,Mount Sanford Station Airport,AU,,MTD
small_airport,Mittebah Airport,AU,,MIY
small_airport,Muttaburra Airport,AU,,UTB
medium_airport,Mount Gambier Airport,AU,Mount Gambier,MGB
small_airport,Mornington Island Airport,AU,,ONG
small_airport,Monto Airport,AU,,MNQ
